Codigo,Nome,Cargo,Ano,Mês,Assiduidade,Pontualidade,Cumprimento Tarefas,Comportamento,Nota Final,Classificação
1548,Patrícia Massango,Supervisor,2024,fevereiro,8,7,9,8,8.0,Muito Bom
1549,Ricardo Ribeiro,Secretariado,2021,julho,9,7,8,8,8.0,Muito Bom
1550,Rui Machava,Assistente Financeiro,2021,setembro,9,7,8,7,7.75,Bom
1551,Sara Vieira,Gestor de Projetos,2022,fevereiro,8,6,8,8,7.5,Bom
1552,Bruno Matos,Designer,2021,fevereiro,9,7,9,8,8.25,Muito Bom
1553,André Lopes,Analista de Dados,2024,fevereiro,9,7,8,8,8.0,Muito Bom
1554,João Cruz,Diretor de Departamento,2023,março,9,6,8,8,7.75,Bom
1555,Lúcia Machava,Marketing,2023,dezembro,6,7,9,8,7.5,Bom
1556,Laura Alves,Contabilista,2024,outubro,5,7,9,8,7.25,Bom
1557,Diana Pinto,Contabilista,2024,maio,7,7,7,8,7.25,Bom
1558,Ricardo Benjamim,Consultor,2021,fevereiro,8,7,7,8,7.5,Bom
1559,Francisco Carvalho,Designer,2022,junho,9,6,6,7,7.0,Bom
1560,Tânia Correia,Assistente Administrativo,2022,novembro,5,7,9,8,7.25,Bom
1561,Marcelo Raposo,Recursos Humanos,2023,agosto,7,7,8,8,7.5,Bom
1562,Catarina Pereira,Consultor,2021,outubro,9,7,9,8,8.25,Muito Bom
1563,Tânia Nunes,Consultor,2021,abril,9,6,6,8,7.25,Bom
1564,Marcelo Massango,Marketing,2022,outubro,7,5,7,8,6.75,Bom
1565,Eduarda Lopes,Marketing,2024,novembro,7,7,6,8,7.0,Bom
1566,Eduarda Lopes,Analista de Dados,2022,abril,9,7,6,6,7.0,Bom
1567,Mariana Rodrigues,Técnico de Informática,2023,janeiro,9,7,6,8,7.5,Bom
1568,Inês Morais,Contabilista,2024,abril,6,7,9,8,7.5,Bom
1569,António Baptista,Recursos Humanos,2024,janeiro,9,7,9,8,8.25,Muito Bom
1570,Gonçalo Pereira,Marketing,2021,julho,6,7,8,8,7.25,Bom
1571,Catarina Pereira,Secretariado,2021,março,9,6,6,8,7.25,Bom
1572,Tânia Conceiao,Secretariado,2022,maio,9,7,9,8,8.25,Muito Bom
1573,Carlos Morais,Técnico de Laboratório,2021,maio,8,7,6,7,7.0,Bom
1574,Fernando Santos,Secretariado,2021,dezembro,9,6,8,8,7.75,Bom
1575,Luís Conceiao,Engenheiro,2024,julho,8,7,8,7,7.5,Bom
1576,Nuno Azevedo,Recursos Humanos,2023,novembro,9,7,9,7,8.0,Muito Bom
1577,João Soares,Assistente de Direção,2023,março,7,7,8,8,7.5,Bom
1578,Tânia Rodrigues,Diretor de Departamento,2024,junho,7,7,9,8,7.75,Bom
1579,Carlos Raposo,Auditor,2022,fevereiro,9,7,9,7,8.0,Muito Bom
1580,Nuno Rodrigues,Assistente de Direção,2022,novembro,9,6,9,8,8.0,Muito Bom
1581,Manuel Vieira,Recursos Humanos,2022,junho,9,7,9,7,8.0,Muito Bom
1582,Francisco Coelho,Auditor,2023,maio,7,7,6,8,7.0,Bom
1583,Beatriz Alves,Contabilista,2023,março,9,7,8,8,8.0,Muito Bom
1584,Sofia Costa,Auditor,2022,janeiro,7,7,4,8,6.5,Bom
1585,Lúcia Monteiro,Engenheiro,2024,outubro,7,7,6,8,7.0,Bom
1586,Lúcia Gomes,Técnico de Informática,2021,outubro,9,7,9,8,8.25,Muito Bom
1587,Carlos Monteiro,Técnico de Laboratório,2021,março,7,5,7,8,6.75,Bom
1588,Marta Carvalho,Assistente Financeiro,2024,janeiro,9,6,8,8,7.75,Bom
1589,Marcelo Machava,Técnico de Laboratório,2022,janeiro,9,7,7,8,7.75,Bom
1590,Fernando Pinto,Supervisor,2023,dezembro,8,7,6,7,7.0,Bom
1591,Beatriz Pereira,Recursos Humanos,2021,janeiro,7,7,7,8,7.25,Bom
1592,Miguel Ferreira,Assistente de Direção,2023,agosto,9,7,7,8,7.75,Bom
1593,Inês Baptista,Assistente de Direção,2024,julho,8,7,9,8,8.0,Muito Bom
1594,Marta Machado,Coordenador,2021,julho,7,5,9,8,7.25,Bom
1595,Carlos Gomes,Marketing,2023,novembro,9,7,7,8,7.75,Bom
1596,Cláudia Correia,Técnico de Informática,2023,outubro,8,7,7,8,7.5,Bom
1597,Tânia Albazine,Diretor de Departamento,2023,novembro,5,7,5,8,6.25,Regular
1598,Helena Ribeiro,Marketing,2021,outubro,8,7,6,8,7.25,Bom
1599,Sara Carvalho,Analista de Dados,2023,junho,8,7,9,7,7.75,Bom
1600,Carlos Costa,Assistente Financeiro,2021,outubro,9,7,7,8,7.75,Bom
1601,Nuno Albazine,Coordenador,2021,abril,9,7,8,8,8.0,Muito Bom
1602,Paulo Vieira,Diretor de Departamento,2022,março,9,7,7,8,7.75,Bom
1603,Raquel Rodrigues,Secretariado,2023,março,9,7,9,8,8.25,Muito Bom
1604,Fernando Pereira,Designer,2021,fevereiro,9,7,9,8,8.25,Muito Bom
1605,Gonçalo Coelho,Assistente Financeiro,2021,fevereiro,9,4,8,7,7.0,Bom
1606,Francisco Matos,Marketing,2022,novembro,9,7,4,8,7.0,Bom
1607,Mariana Machel,Supervisor,2023,agosto,9,7,9,8,8.25,Muito Bom
1608,José Machel,Supervisor,2021,setembro,6,7,7,8,7.0,Bom
1609,Sofia Ribeiro,Recursos Humanos,2023,novembro,8,7,6,8,7.25,Bom
1610,Beatriz Santos,Coordenador,2023,outubro,8,7,8,8,7.75,Bom
1611,Helena Morais,Recursos Humanos,2021,setembro,7,7,9,8,7.75,Bom
1612,André Ferreira,Assistente Administrativo,2023,fevereiro,6,7,9,8,7.5,Bom
1613,Patrícia Costa,Designer,2022,junho,9,7,8,8,8.0,Muito Bom
1614,Bruno Mendes,Gestor de Projetos,2022,abril,9,7,6,8,7.5,Bom
1615,Filipa Carvalho,Marketing,2022,outubro,9,5,4,8,6.5,Bom
1616,Ricardo Teixeira,Recursos Humanos,2023,junho,6,7,9,8,7.5,Bom
1617,André Machel,Diretor de Departamento,2024,dezembro,9,6,9,7,7.75,Bom
1618,Carlos Cardoso,Assistente de Direção,2024,maio,8,6,9,8,7.75,Bom
1619,Inês Rodrigues,Engenheiro,2024,fevereiro,9,7,7,8,7.75,Bom
1620,Nuno Benjamim,Diretor de Departamento,2024,setembro,9,7,8,8,8.0,Muito Bom
1621,Fernando Conceiao,Auditor,2021,fevereiro,9,7,9,8,8.25,Muito Bom
1622,Helena Fernandes,Auditor,2024,julho,9,7,9,8,8.25,Muito Bom
1623,Catarina Matos,Analista de Dados,2024,setembro,9,7,7,8,7.75,Bom
1624,André Pinto,Engenheiro,2024,setembro,9,5,7,8,7.25,Bom
1625,João Monteiro,Assistente de Direção,2021,julho,4,6,8,8,6.5,Bom
1626,Carlos Marques,Assistente Financeiro,2024,fevereiro,7,7,7,7,7.0,Bom
1627,Luís Rocha,Recursos Humanos,2024,fevereiro,9,7,8,8,8.0,Muito Bom
1628,Diana Gomes,Assistente Administrativo,2023,março,5,7,9,7,7.0,Bom
1629,Beatriz Azevedo,Engenheiro,2024,dezembro,9,7,7,8,7.75,Bom
1630,Pedro Chapo,Coordenador,2024,maio,9,7,8,8,8.0,Muito Bom
1631,Eduarda Vieira,Engenheiro,2021,janeiro,8,7,7,8,7.5,Bom
1632,Teresa Ferreira,Auditor,2023,janeiro,6,7,6,8,6.75,Bom
1633,Pedro Moreira,Analista de Dados,2022,abril,8,7,8,8,7.75,Bom
1634,Inês Rocha,Consultor,2024,agosto,8,5,9,7,7.25,Bom
1635,Mariana Rocha,Contabilista,2023,maio,8,6,9,7,7.5,Bom
1636,Manuel Costa,Marketing,2023,maio,9,7,6,8,7.5,Bom
1637,Luís Machel,Designer,2021,novembro,9,4,9,7,7.25,Bom
1638,José Martins,Contabilista,2022,novembro,9,7,7,8,7.75,Bom
1639,André Gomes,Marketing,2023,dezembro,9,6,8,8,7.75,Bom
1640,Inês Marques,Técnico de Laboratório,2024,agosto,8,7,7,8,7.5,Bom
1641,Patrícia Rocha,Supervisor,2021,março,8,7,6,8,7.25,Bom
1642,Vítor Soares,Contabilista,2022,junho,6,7,5,8,6.5,Bom
1643,Luís Machava,Recursos Humanos,2021,fevereiro,3,7,8,8,6.5,Bom
1644,Luís Cardoso,Assistente Financeiro,2023,setembro,7,7,9,8,7.75,Bom
1645,Mariana Massango,Auditor,2023,agosto,8,7,9,8,8.0,Muito Bom
1646,Raquel Carvalho,Designer,2023,novembro,9,5,8,8,7.5,Bom
1647,Rui Cardoso,Técnico de Laboratório,2021,fevereiro,9,5,8,8,7.5,Bom
1648,Luís Monteiro,Recursos Humanos,2021,setembro,8,7,9,8,8.0,Muito Bom
1649,Ricardo Teixeira,Técnico de Laboratório,2022,abril,9,6,9,6,7.5,Bom
1650,João Marques,Analista de Dados,2023,janeiro,9,6,5,8,7.0,Bom
1651,Alexandre Azevedo,Contabilista,2022,junho,9,7,8,6,7.5,Bom
1652,Pedro Pinto,Analista de Dados,2024,janeiro,7,6,9,8,7.5,Bom
1653,Patrícia Marques,Assistente Financeiro,2021,novembro,6,5,8,8,6.75,Bom
1654,Helena Raposo,Recursos Humanos,2023,março,8,7,8,8,7.75,Bom
1655,Luís Santos,Consultor,2021,maio,9,7,9,8,8.25,Muito Bom
1656,Carlos Santos,Assistente de Direção,2021,agosto,9,7,9,8,8.25,Muito Bom
1657,Francisco Machava,Analista de Dados,2024,janeiro,7,7,9,8,7.75,Bom
1658,Ana Conceiao,Coordenador,2022,fevereiro,9,7,9,8,8.25,Muito Bom
1659,Catarina Machado,Consultor,2024,agosto,9,6,9,8,8.0,Muito Bom
1660,Paulo Santos,Técnico de Informática,2021,novembro,9,5,8,6,7.0,Bom
1661,Mariana Lopes,Técnico de Informática,2023,fevereiro,5,7,9,8,7.25,Bom
1662,João Silva,Técnico de Laboratório,2021,novembro,7,6,8,8,7.25,Bom
1663,Helena Lopes,Técnico de Informática,2023,julho,8,7,8,8,7.75,Bom
1664,Patrícia Benjamim,Supervisor,2023,novembro,5,7,6,6,6.0,Regular
1665,Cláudia Massango,Assistente de Direção,2021,agosto,5,4,9,7,6.25,Regular
1666,Sara Moreira,Diretor de Departamento,2024,setembro,7,7,3,7,6.0,Regular
1667,Gonçalo Carvalho,Diretor de Departamento,2023,novembro,8,7,9,7,7.75,Bom
1668,Mariana Cruz,Assistente Administrativo,2022,setembro,9,6,9,8,8.0,Muito Bom
1669,Eduarda Soares,Consultor,2021,março,7,7,5,8,6.75,Bom
1670,Paulo Correia,Analista de Dados,2022,novembro,9,7,9,8,8.25,Muito Bom
1671,Gonçalo Morais,Gestor de Projetos,2021,outubro,9,7,6,8,7.5,Bom
1672,Sofia Chicava,Contabilista,2024,junho,7,5,7,8,6.75,Bom
1673,André Ferreira,Engenheiro,2024,janeiro,7,7,9,8,7.75,Bom
1674,Diana Mendes,Coordenador,2024,janeiro,9,7,6,8,7.5,Bom
1675,Filipa Carvalho,Auditor,2023,agosto,7,6,9,8,7.5,Bom
1676,Helena Martins,Auditor,2021,abril,9,7,9,8,8.25,Muito Bom
1677,Ricardo Barros,Gestor de Projetos,2024,maio,9,6,9,8,8.0,Muito Bom
1678,Mariana Teixeira,Contabilista,2024,fevereiro,8,7,8,8,7.75,Bom
1679,Alexandre Machado,Consultor,2023,dezembro,6,7,9,8,7.5,Bom
1680,Alexandre Martins,Gestor de Projetos,2021,dezembro,5,6,5,8,6.0,Regular
1681,Raquel Ribeiro,Auditor,2024,maio,9,7,9,8,8.25,Muito Bom
1682,José Albazine,Designer,2023,dezembro,6,7,4,7,6.0,Regular
1683,Vítor Gomes,Auditor,2022,março,9,7,8,8,8.0,Muito Bom
1684,Mariana Cruz,Técnico de Laboratório,2023,junho,8,7,5,7,6.75,Bom
1685,Vítor Machado,Coordenador,2024,dezembro,6,7,8,7,7.0,Bom
1686,Filipa Morais,Secretariado,2022,junho,8,7,9,8,8.0,Muito Bom
1687,Mariana Ribeiro,Consultor,2022,julho,7,7,8,7,7.25,Bom
1688,Hugo Vieira,Assistente Financeiro,2024,maio,9,7,8,8,8.0,Muito Bom
1689,Cláudia Machava,Técnico de Informática,2021,fevereiro,9,7,6,8,7.5,Bom
1690,Patrícia Lopes,Designer,2021,maio,8,7,9,8,8.0,Muito Bom
1691,Nuno Santos,Gestor de Projetos,2021,fevereiro,9,4,9,8,7.5,Bom
1692,Manuel Silva,Consultor,2024,abril,9,7,4,8,7.0,Bom
1693,Rui Raposo,Consultor,2021,novembro,7,7,4,8,6.5,Bom
1694,Cláudia Massango,Assistente de Direção,2023,junho,9,7,9,8,8.25,Muito Bom
1695,Catarina Massango,Assistente Financeiro,2022,fevereiro,4,7,9,8,7.0,Bom
1696,Tânia Moreira,Gestor de Projetos,2021,agosto,9,7,6,8,7.5,Bom
1697,Filipa Santos,Engenheiro,2023,março,9,7,8,8,8.0,Muito Bom
1698,Ricardo Martins,Assistente Financeiro,2022,outubro,6,7,7,8,7.0,Bom
1699,Francisco Correia,Assistente Financeiro,2023,junho,6,7,8,7,7.0,Bom
1700,Teresa Neves,Analista de Dados,2023,novembro,7,7,5,7,6.5,Bom
1701,Francisco Fernandes,Coordenador,2023,outubro,8,7,5,7,6.75,Bom
1702,Hugo Baptista,Contabilista,2023,julho,9,7,8,8,8.0,Muito Bom
1703,Diana Costa,Diretor de Departamento,2023,outubro,9,7,7,8,7.75,Bom
1704,Maria Benjamim,Secretariado,2021,março,9,7,7,8,7.75,Bom
1705,Beatriz Vieira,Técnico de Informática,2024,julho,4,7,9,7,6.75,Bom
1706,Bruno Barros,Secretariado,2021,abril,9,7,8,8,8.0,Muito Bom
1707,Vítor Martins,Assistente Financeiro,2021,janeiro,6,7,9,8,7.5,Bom
1708,Sofia Morais,Marketing,2023,outubro,7,6,9,7,7.25,Bom
1709,Sara Coelho,Marketing,2023,janeiro,7,7,8,8,7.5,Bom
1710,Francisco Matos,Supervisor,2022,julho,7,7,7,8,7.25,Bom
1711,Tânia Raposo,Contabilista,2021,fevereiro,8,7,8,8,7.75,Bom
1712,Lúcia Machava,Assistente Administrativo,2024,abril,9,7,7,8,7.75,Bom
1713,Sara Monteiro,Recursos Humanos,2022,outubro,9,6,9,6,7.5,Bom
1714,Hugo Baptista,Diretor de Departamento,2023,maio,9,7,8,8,8.0,Muito Bom
1715,Fernando Albazine,Assistente de Direção,2022,novembro,9,7,8,6,7.5,Bom
1716,Gonçalo Machava,Supervisor,2022,abril,7,7,8,7,7.25,Bom
1717,António Machel,Consultor,2023,dezembro,9,7,9,8,8.25,Muito Bom
1718,Tânia Fernandes,Gestor de Projetos,2021,fevereiro,6,4,6,8,6.0,Regular
1719,Marta Albazine,Supervisor,2022,setembro,9,7,9,8,8.25,Muito Bom
1720,Vítor Cardoso,Assistente Financeiro,2021,novembro,7,7,9,8,7.75,Bom
1721,Laura Rodrigues,Recursos Humanos,2024,julho,7,6,8,8,7.25,Bom
1722,Marta Massango,Supervisor,2021,janeiro,9,7,7,8,7.75,Bom
1723,António Lopes,Coordenador,2024,dezembro,9,6,9,8,8.0,Muito Bom
1724,Maria Monteiro,Assistente Financeiro,2021,abril,7,7,9,8,7.75,Bom
1725,Lúcia Ferreira,Designer,2024,fevereiro,6,6,9,8,7.25,Bom
1726,Inês Coelho,Designer,2024,dezembro,9,7,7,8,7.75,Bom
1727,Ricardo Barros,Contabilista,2024,maio,6,7,2,7,5.5,Regular
1728,Ana Ribeiro,Consultor,2022,novembro,9,7,5,8,7.25,Bom
1729,Eduarda Marques,Técnico de Informática,2024,outubro,7,7,9,8,7.75,Bom
1730,Nuno Moreira,Supervisor,2023,setembro,8,7,9,7,7.75,Bom
1731,Paulo Machado,Coordenador,2023,julho,9,7,8,8,8.0,Muito Bom
1732,Beatriz Santos,Assistente de Direção,2022,dezembro,8,6,9,8,7.75,Bom
1733,Laura Manave,Analista de Dados,2023,agosto,9,7,8,8,8.0,Muito Bom
1734,Maria Chapo,Recursos Humanos,2022,janeiro,7,7,9,8,7.75,Bom
1735,Bruno Marques,Designer,2023,janeiro,9,7,9,8,8.25,Muito Bom
1736,António Benjamim,Secretariado,2022,agosto,6,7,9,8,7.5,Bom
1737,Sara Rocha,Supervisor,2023,julho,4,7,9,8,7.0,Bom
1738,Beatriz Marques,Analista de Dados,2021,outubro,7,7,5,8,6.75,Bom
1739,Sara Chapo,Auditor,2021,agosto,9,7,9,8,8.25,Muito Bom
1740,André Cruz,Gestor de Projetos,2021,março,7,6,9,6,7.0,Bom
1741,Gonçalo Fernandes,Analista de Dados,2023,abril,9,7,7,8,7.75,Bom
1742,Beatriz Cruz,Analista de Dados,2024,dezembro,6,7,9,8,7.5,Bom
1743,Carlos Baptista,Assistente Financeiro,2024,janeiro,9,7,9,8,8.25,Muito Bom
1744,António Rocha,Consultor,2023,março,6,6,6,8,6.5,Bom
1745,Laura Neves,Assistente Financeiro,2022,março,9,7,8,7,7.75,Bom
1746,António Neves,Analista de Dados,2022,novembro,7,7,7,8,7.25,Bom
1747,Maria Chicava,Coordenador,2022,maio,9,6,5,8,7.0,Bom
1748,Bruno Machado,Técnico de Laboratório,2023,janeiro,9,7,8,8,8.0,Muito Bom
1749,Rui Silva,Diretor de Departamento,2021,julho,8,7,8,8,7.75,Bom
1750,Inês Cardoso,Consultor,2024,junho,5,7,6,8,6.5,Bom
1751,Gonçalo Santos,Auditor,2024,maio,9,5,9,8,7.75,Bom
1752,Sofia Vieira,Técnico de Laboratório,2021,novembro,9,7,9,8,8.25,Muito Bom
1753,Pedro Baptista,Técnico de Informática,2024,agosto,8,7,7,8,7.5,Bom
1754,Sara Manave,Técnico de Informática,2024,setembro,8,6,9,8,7.75,Bom
1755,Raquel Cruz,Marketing,2022,dezembro,7,7,8,8,7.5,Bom
1756,Sofia Matos,Coordenador,2021,agosto,6,7,8,8,7.25,Bom
1757,Paulo Matos,Consultor,2024,novembro,8,7,9,8,8.0,Muito Bom
1758,Diana Cardoso,Contabilista,2022,julho,9,6,6,8,7.25,Bom
1759,Gonçalo Moreira,Recursos Humanos,2024,junho,9,7,9,7,8.0,Muito Bom
1760,Ana Cardoso,Gestor de Projetos,2023,outubro,9,7,6,8,7.5,Bom
1761,Rui Santos,Assistente de Direção,2024,junho,9,7,9,8,8.25,Muito Bom
1762,Patrícia Pereira,Analista de Dados,2022,fevereiro,6,7,9,7,7.25,Bom
1763,Laura Gomes,Técnico de Informática,2022,dezembro,9,7,9,8,8.25,Muito Bom
1764,Nuno Pinto,Supervisor,2022,abril,5,7,9,8,7.25,Bom
1765,Teresa Cardoso,Engenheiro,2021,setembro,9,7,7,8,7.75,Bom
1766,Inês Santos,Coordenador,2021,maio,6,7,9,8,7.5,Bom
1767,Miguel Carvalho,Consultor,2021,março,7,7,9,8,7.75,Bom
1768,Helena Barros,Recursos Humanos,2024,junho,9,7,4,5,6.25,Regular
1769,Beatriz Barros,Assistente Administrativo,2022,março,9,7,9,8,8.25,Muito Bom
1770,Diana Conceiao,Secretariado,2022,outubro,9,6,5,8,7.0,Bom
1771,Ricardo Santos,Coordenador,2024,junho,9,7,6,8,7.5,Bom
1772,Inês Pereira,Designer,2022,abril,7,4,9,8,7.0,Bom
1773,Cláudia Monteiro,Recursos Humanos,2022,novembro,9,6,9,8,8.0,Muito Bom
1774,Eduarda Carvalho,Supervisor,2022,abril,7,7,9,8,7.75,Bom
1775,Helena Martins,Contabilista,2022,outubro,9,7,8,5,7.25,Bom
1776,António Nunes,Secretariado,2021,janeiro,4,7,8,8,6.75,Bom
1777,Raquel Mendes,Analista de Dados,2023,dezembro,6,7,8,8,7.25,Bom
1778,Ricardo Carvalho,Contabilista,2021,dezembro,6,7,7,8,7.0,Bom
1779,João Marques,Gestor de Projetos,2022,abril,9,7,7,8,7.75,Bom
1780,Eduarda Mendes,Secretariado,2024,agosto,8,7,9,8,8.0,Muito Bom
1781,Fernando Matos,Engenheiro,2022,outubro,9,7,8,8,8.0,Muito Bom
1782,Laura Moreira,Gestor de Projetos,2021,novembro,8,6,8,8,7.5,Bom
1783,Inês Neves,Auditor,2024,setembro,9,7,8,8,8.0,Muito Bom
1784,Maria Rocha,Recursos Humanos,2021,março,7,7,9,8,7.75,Bom
1785,Maria Matos,Consultor,2023,maio,9,7,9,7,8.0,Muito Bom
1786,Ricardo Matos,Assistente Administrativo,2021,agosto,9,7,9,8,8.25,Muito Bom
1787,Eduarda Neves,Designer,2021,maio,7,7,6,8,7.0,Bom
1788,Francisco Teixeira,Marketing,2024,outubro,9,6,9,8,8.0,Muito Bom
1789,José Conceiao,Assistente de Direção,2024,junho,8,7,9,8,8.0,Muito Bom
1790,Alexandre Matos,Consultor,2022,maio,7,6,7,7,6.75,Bom
1791,Tânia Correia,Engenheiro,2023,dezembro,9,7,8,8,8.0,Muito Bom
1792,Alexandre Carvalho,Assistente Administrativo,2021,janeiro,9,7,6,8,7.5,Bom
1793,Catarina Azevedo,Consultor,2024,junho,9,7,4,8,7.0,Bom
1794,José Martins,Auditor,2021,maio,9,6,9,8,8.0,Muito Bom
1795,Sara Benjamim,Assistente de Direção,2023,setembro,8,7,6,8,7.25,Bom
1796,Diana Santos,Secretariado,2024,agosto,9,7,5,7,7.0,Bom
1797,Teresa Ferreira,Gestor de Projetos,2024,outubro,9,7,5,7,7.0,Bom
1798,Nuno Correia,Analista de Dados,2022,outubro,9,7,9,8,8.25,Muito Bom
1799,Teresa Morais,Recursos Humanos,2024,dezembro,9,4,7,8,7.0,Bom
1800,Catarina Fernandes,Gestor de Projetos,2022,setembro,8,7,5,8,7.0,Bom
1801,Marta Soares,Supervisor,2022,setembro,9,7,5,8,7.25,Bom
1802,Patrícia Machava,Técnico de Laboratório,2022,setembro,7,6,8,8,7.25,Bom
1803,Paulo Mendes,Diretor de Departamento,2022,novembro,8,6,8,6,7.0,Bom
1804,Manuel Alves,Secretariado,2023,setembro,8,7,5,8,7.0,Bom
1805,Tânia Pereira,Diretor de Departamento,2022,julho,7,7,6,8,7.0,Bom
1806,Sofia Moreira,Contabilista,2021,junho,9,7,7,8,7.75,Bom
1807,António Benjamim,Consultor,2023,abril,9,5,8,8,7.5,Bom
1808,Cláudia Rodrigues,Assistente Financeiro,2024,janeiro,9,7,8,8,8.0,Muito Bom
1809,Vítor Raposo,Auditor,2024,agosto,9,6,7,8,7.5,Bom
1810,Nuno Morais,Engenheiro,2024,abril,8,7,9,8,8.0,Muito Bom
1811,José Monteiro,Designer,2022,novembro,9,7,9,8,8.25,Muito Bom
1812,Inês Fernandes,Supervisor,2022,janeiro,7,6,9,8,7.5,Bom
1813,Manuel Morais,Analista de Dados,2022,fevereiro,9,7,9,8,8.25,Muito Bom
1814,Teresa Vieira,Secretariado,2023,maio,9,7,7,8,7.75,Bom
1815,Tânia Coelho,Auditor,2024,março,9,7,9,8,8.25,Muito Bom
1816,Marta Ribeiro,Auditor,2024,agosto,9,7,9,8,8.25,Muito Bom
1817,José Cardoso,Técnico de Laboratório,2021,agosto,7,7,9,8,7.75,Bom
1818,Ana Marques,Diretor de Departamento,2024,junho,7,7,8,8,7.5,Bom
1819,Raquel Neves,Designer,2022,julho,8,5,9,8,7.5,Bom
1820,Nuno Teixeira,Marketing,2021,junho,7,7,9,8,7.75,Bom
1821,Maria Martins,Auditor,2021,abril,9,6,9,8,8.0,Muito Bom
1822,Tânia Moreira,Contabilista,2022,setembro,8,7,6,8,7.25,Bom
1823,Maria Gomes,Técnico de Laboratório,2023,dezembro,9,7,9,7,8.0,Muito Bom
1824,Marcelo Correia,Assistente Financeiro,2024,junho,9,7,9,8,8.25,Muito Bom
1825,Diana Conceiao,Contabilista,2022,dezembro,8,7,8,8,7.75,Bom
1826,André Chapo,Gestor de Projetos,2021,agosto,9,7,8,8,8.0,Muito Bom
1827,Helena Nunes,Engenheiro,2023,outubro,9,7,9,8,8.25,Muito Bom
1828,André Mendes,Secretariado,2022,setembro,9,7,8,8,8.0,Muito Bom
1829,Sara Massango,Consultor,2022,fevereiro,8,6,8,7,7.25,Bom
1830,Tânia Coelho,Assistente Administrativo,2024,junho,9,5,8,8,7.5,Bom
1831,Tânia Neves,Coordenador,2023,dezembro,6,7,6,8,6.75,Bom
1832,Sofia Coelho,Gestor de Projetos,2023,setembro,8,6,9,8,7.75,Bom
1833,Vítor Ribeiro,Designer,2021,dezembro,8,7,8,7,7.5,Bom
1834,Carlos Monteiro,Diretor de Departamento,2021,agosto,9,6,9,8,8.0,Muito Bom
1835,Lúcia Moreira,Secretariado,2023,setembro,8,7,7,8,7.5,Bom
1836,Raquel Lopes,Diretor de Departamento,2021,junho,5,7,7,8,6.75,Bom
1837,Rui Lopes,Analista de Dados,2021,outubro,8,7,4,8,6.75,Bom
1838,Miguel Fernandes,Assistente Administrativo,2022,novembro,7,7,9,8,7.75,Bom
1839,Gonçalo Alves,Designer,2023,agosto,9,5,9,8,7.75,Bom
1840,Raquel Lopes,Marketing,2021,dezembro,9,7,8,8,8.0,Muito Bom
1841,Ricardo Manave,Supervisor,2023,abril,9,7,6,8,7.5,Bom
1842,Marcelo Conceiao,Secretariado,2023,março,7,7,9,8,7.75,Bom
1843,Hugo Pereira,Consultor,2024,novembro,9,6,7,8,7.5,Bom
1844,Raquel Manave,Gestor de Projetos,2024,agosto,9,7,7,7,7.5,Bom
1845,Inês Rodrigues,Diretor de Departamento,2021,agosto,9,5,7,8,7.25,Bom
1846,Rui Costa,Secretariado,2024,novembro,7,7,7,7,7.0,Bom
1847,Fernando Nunes,Assistente de Direção,2022,agosto,9,7,9,8,8.25,Muito Bom
1848,Inês Chapo,Analista de Dados,2021,março,9,7,9,8,8.25,Muito Bom
1849,Carlos Barros,Engenheiro,2021,julho,8,7,9,8,8.0,Muito Bom
1850,Paulo Costa,Engenheiro,2021,novembro,8,6,6,8,7.0,Bom
1851,Manuel Alves,Técnico de Informática,2024,setembro,9,4,8,8,7.25,Bom
1852,Catarina Rodrigues,Engenheiro,2021,junho,8,7,8,8,7.75,Bom
1853,José Conceiao,Recursos Humanos,2021,dezembro,5,7,6,8,6.5,Bom
1854,Teresa Rocha,Recursos Humanos,2021,abril,9,7,4,8,7.0,Bom
1855,Miguel Manave,Designer,2023,novembro,9,7,3,8,6.75,Bom
1856,Teresa Mendes,Secretariado,2021,junho,9,7,7,8,7.75,Bom
1857,Beatriz Pereira,Analista de Dados,2023,dezembro,6,7,9,8,7.5,Bom
1858,Filipa Albazine,Diretor de Departamento,2023,setembro,7,7,6,8,7.0,Bom
1859,Filipa Machava,Gestor de Projetos,2023,agosto,9,7,8,8,8.0,Muito Bom
1860,Miguel Benjamim,Consultor,2022,agosto,6,7,7,8,7.0,Bom
1861,Carlos Silva,Diretor de Departamento,2021,julho,9,7,4,8,7.0,Bom
1862,Miguel Morais,Engenheiro,2024,outubro,9,7,7,8,7.75,Bom
1863,Teresa Chapo,Gestor de Projetos,2021,março,9,7,6,8,7.5,Bom
1864,Carlos Vieira,Consultor,2021,janeiro,9,7,7,8,7.75,Bom
1865,Sara Alves,Consultor,2024,novembro,9,7,9,8,8.25,Muito Bom
1866,Marcelo Chicava,Consultor,2022,setembro,6,7,7,6,6.5,Bom
1867,Laura Coelho,Secretariado,2023,abril,9,7,8,7,7.75,Bom
1868,Ricardo Manave,Assistente Financeiro,2024,fevereiro,9,7,8,8,8.0,Muito Bom
1869,Helena Vieira,Supervisor,2021,agosto,7,7,8,6,7.0,Bom
1870,Bruno Pinto,Auditor,2024,outubro,9,7,6,8,7.5,Bom
1871,Alexandre Rocha,Designer,2021,julho,9,7,7,7,7.5,Bom
1872,Helena Azevedo,Engenheiro,2021,setembro,9,7,8,8,8.0,Muito Bom
1873,Fernando Lopes,Gestor de Projetos,2021,outubro,9,7,7,8,7.75,Bom
